SYMBOL,P
INPP5B,0.00018954
SF3A3,1.768e-05
FHL3,0.00035956
UTP11L,0.010079
POU3F1,0.015731
RRAGC,0.00045492
MYCBP,0.0039401
GJA9,0.0042805
RHBDL2,0.0093061
NDUFS5,0.041766
MACF1,0.00074143
KIAA0754,0.001718
BMP8A,0.0051618
PABPC4,0.013598
HEYL,0.0012821
NT5C1A,0.00070356
HPCAL4,0.0012206
PPIE,0.00027365
BMP8B,0.0012849
OXCT2,0.0035616
TRIT1,0.0057103
MYCL,0.027981
MFSD2A,0.00017157
CAP1,0.00059048
PPT1,0.0069056
RLF,0.014787
TMCO2,0.014241
ZMPSTE24,0.00043951
COL9A2,0.00056174
SMAP2,0.00087856
ZFP69B,0.0018985
ZFP69,0.0048868
EXO5,0.0024654
ZNF684,0.0017618
RIMS3,0.016586
NFYC,0.016903
KCNQ4,0.0024231
CITED4,9.741e-05
CTPS1,0.017536
SLFNL1,0.014542
SCMH1,0.003847
FOXO6,0.0002041
EDN2,0.0060136
HIVEP3,0.00074592
GUCA2B,0.0080123
GUCA2A,0.0080123
FOXJ3,0.0060977
RIMKLA,0.0060338
ZMYND12,0.0087848
PPCS,0.0055641
CCDC30,0.0026257
PPIH,0.0018173
YBX1,0.0019533
CLDN19,0.00076631
LEPRE1,0.0029632
C1orf50,0.0095492
CCDC23,0.021072
ERMAP,0.021072
ZNF691,0.0089806
SLC2A1,0.0032692
FAM183A,0.0032868
EBNA1BP2,0.00065518
WDR65,0.00071901
TMEM125,0.0027852
C1orf210,0.00087177
TIE1,0.0021607
MPL,0.0051678
CDC20,0.0067666
ELOVL1,0.0065034
MED8,0.010827
SZT2,0.0030905
HYI,0.0022083
PTPRF,0.0030375
KDM4A,0.00019409
ST3GAL3,0.0017961
ARTN,0.0011726
IPO13,0.00082255
DPH2,0.00082255
ATP6V0B,0.0011673
B4GALT2,0.0019028
CCDC24,0.0018081
SLC6A9,0.0011743
KLF17,0.00018322
DMAP1,0.048186
ERI3,0.01086
RNF220,9.4604e-05
TMEM53,8.7965e-05
C1orf228,5.5493e-05
KIF2C,0.00010468
RPS8,0.00014495
BEST4,0.00014495
PLK3,0.00065892
TCTEX1D4,0.0009855
BTBD19,0.0009855
PTCH2,0.00036849
EIF2B3,0.0001092
HECTD3,0.00013849
UROD,0.00023816
ZSWIM5,2.835e-05
HPDL,0.00052027
MUTYH,0.00052027
TOE1,0.00052027
TESK2,1.6611e-05
CCDC163P,5.8139e-05
MMACHC,0.00010092
PRDX1,0.00010092
AKR1A1,0.0001229
NASP,0.00018151
CCDC17,0.00071832
GPBP1L1,0.00016716
TMEM69,0.00052049
IPP,0.00092936
MAST2,0.00024943
PIK3R3,0.00097934
TSPAN1,0.00085909
POMGNT1,0.00085909
LURAP1,0.00024223
RAD54L,0.00055986
LRRC41,0.00036692
UQCRH,0.00093174
NSUN4,0.00070848
FAAH,0.00027455
DMBX1,0.0031347
KNCN,0.024341
MKNK1,0.027378
MOB3C,0.029067
ATPAF1,0.035338
EFCAB14,0.038213
CYP4B1,0.014075
CYP4A11,0.042459
CYP4X1,0.0087865
CYP4Z1,0.00020068
CYP4A22,0.00053409
PDZK1IP1,0.0027157
CMPK1,0.017097
FOXE3,0.0073875
FOXD2,0.0079682
TRABD2B,0.027025
FLJ00388,0.012377
AL109659.1,0.0060764
SLC5A9,0.010865
SPATA6,0.0093245
AGBL4,4.0071e-06
BEND5,0.0032994
AL645730.2,0.00061364
ELAVL4,4.4457e-06
FAF1,1.7819e-05
CDKN2C,0.018929
C1orf185,0.0054535
RNF11,0.0015099
TTC39A,0.00086448
EPS15,0.00022509
OSBPL9,0.00014591
NRD1,0.0064819
RAB3B,0.019854
TXNDC12,0.027362
KTI12,0.031186
BTF3L4,0.021351
ZFYVE9,0.012342
CC2D1B,0.0061188
ORC1,0.014668
PRPF38A,0.018506
ZCCHC11,0.014978
GPX7,0.0043296
FAM159A,0.0045713
COA7,0.0030401
ZYG11B,0.0011121
ZYG11A,0.01688
ECHDC2,0.01688
SCP2,0.0023551
PODN,0.0025785
SLC1A7,0.010004
CPT2,0.0014902
C1orf123,0.0016407
MAGOH,0.014592
LRP8,0.001318
GLIS1,0.00031359
NDC1,0.0071873
YIPF1,0.045134
DIO1,0.010918
HSPB11,0.02497
LRRC42,0.0024699
LDLRAD1,0.002596
TMEM59,0.002596
TCEANC2,0.00035692
AL161915.1,0.0039884
CDCP2,0.001431
RP11-446E24.4,0.00086842
AL357673.1,0.0011436
CYB5RL,0.00086842
MRPL37,0.00065787
SSBP3,0.00032955
SSBP3-AS1,0.0013033
ACOT11,0.0019554
FAM151A,0.0025608
MROH7-TTC4,0.0026707
MROH7,0.0028221
TTC4,0.0017984
PARS2,0.00063897
TTC22,0.0016256
C1orf177,0.00096694
DHCR24,0.0055812
TMEM61,0.0011112
BSND,0.001062
PCSK9,0.00062227
USP24,0.00055735
PPAP2B,0.018816
PRKAA2,0.0033072
C1orf168,0.0014131
C8A,3.6199e-05
C8B,0.0057692
DAB1,9.2886e-06
OMA1,0.0004292
TACSTD2,0.037892
MYSM1,0.011924
JUN,0.024608
FGGY,0.0001432
HOOK1,0.0037321
CYP2J2,0.011409
C1orf87,0.025088
NFIA,0.00012822
TM2D1,0.00049829
INADL,1.3672e-05
L1TD1,0.0019026
KANK4,0.00059643
USP1,0.0027348
DOCK7,0.0035998
ANGPTL3,0.022576
AL138847.1,0.022576
ATG4C,0.00085206
FOXD3,0.0014475
ALG6,0.006872
ITGB3BP,0.0084687
EFCAB7,0.010278
DLEU2L,0.010313
PGM1,0.00031164
ROR1,0.0011822
UBE2U,0.019676
CACHD1,0.0009181
RAVER2,0.00082979
JAK1,0.0029527
AK4,0.0044911
DNAJC6,0.0087899
LEPR,0.001554
LEPROT,0.0148
PDE4B,0.00068521
SGIP1,0.00055659
AL139147.1,0.00076159
TCTEX1D1,0.000159
INSL5,0.0014699
WDR78,0.0017455
MIER1,0.00041723
SLC35D1,0.0045446
C1orf141,0.0083693
IL23R,0.0045607
IL12RB2,0.0065596
SERBP1,0.0068966
GADD45A,0.00063898
GNG12,0.00025693
DIRAS3,0.00050923
WLS,9.8171e-06
RPE65,0.014943
DEPDC1,0.009269
LRRC7,8.6614e-06
LRRC40,0.00422
SRSF11,0.00023684
ANKRD13C,0.00014632
HHLA3,0.00017038
CTH,0.00017411
PTGER3,4.3915e-06
ZRANB2,0.00072533
NEGR1,1.4773e-05
LRRIQ3,0.0067283
FPGT,0.0028445
FPGT-TNNI3K,0.0011082
TNNI3K,0.0011082
LRRC53,0.012264
C1orf173,8.0333e-05
CRYZ,0.041535
TYW3,0.040931
LHX8,0.015834
SLC44A5,0.008098
ACADM,0.0058493
RABGGTB,0.006188
MSH4,0.0040731
ASB17,0.0011082
ST6GALNAC3,0.0006959
ST6GALNAC5,0.00024572
PIGK,0.0014867
AK5,0.00028214
ZZZ3,0.00014681
USP33,0.0022645
FAM73A,0.0017405
NEXN,0.026575
FUBP1,0.022517
DNAJB4,0.017601
GIPC2,0.0042484
PTGFR,0.01187
IFI44L,0.0041264
IFI44,0.0041264
ELTD1,0.029215
LPHN2,6.8116e-05
TTLL7,0.014935
PRKACB,0.0045519
SAMD13,0.0069012
DNASE2B,0.036565
RPF1,0.013057
GNG5,0.013057
CTBS,0.0023358
SSX2IP,0.031126
LPAR3,0.00011526
MCOLN2,0.0026657
WDR63,0.027406
MCOLN3,0.027406
SYDE2,0.031969
C1orf52,0.018959
BCL10,0.01789
DDAH1,0.00041444
CYR61,0.0031956
ZNHIT6,0.0058959
COL24A1,0.045647
ODF2L,0.019799
CLCA2,0.0043824
CLCA1,0.0067462
CLCA4,0.021373
SH3GLB1,0.012065
SEP15,0.0039521
HS2ST1,0.033354
RP5-1052I5.2,0.0062081
LMO4,0.00035955
PKN2,0.0023543
GTF2B,0.003813
CCBL2,0.0027523
RBMXL1,0.0020999
GBP3,0.0022523
GBP1,0.038121
GBP2,0.038121
GBP4,0.0086571
GBP5,0.0056085
GBP6,0.045353
LRRC8B,2.7033e-05
LRRC8C,0.00010765
RP11-302M6.4,8.2249e-06
LRRC8D,0.00013083
ZNF326,0.0012356
ZNF644,0.049656
HFM1,0.00083281
CDC7,8.44e-05
TGFBR3,0.0002257
BRDT,9.1051e-05
EPHX4,0.00043085
BTBD8,0.017399
KIAA1107,0.018267
C1orf146,0.0082103
GLMN,0.013109
RPAP2,0.010763
GFI1,0.0073527
EVI5,0.0015083
FAM69A,0.029622
MTF2,0.00017969
TMED5,0.0011179
CCDC18,0.00042587
DR1,0.0012582
FNBP1L,0.0010222
BCAR3,0.0055947
DNTTIP2,0.0057433
GCLM,0.0032285
ABCA4,0.00013279
ARHGAP29,0.0012765
F3,0.002755
SLC44A3,0.00025384
CNN3,0.00018325
ALG14,0.003454
TMEM56,0.0079423
TMEM56-RWDD3,0.0080698
RWDD3,0.0056889
RP11-147C23.1,0.0041206
PTBP2,0.0053519
DPYD,0.00034223
LPPR5,0.01102
LPPR4,0.0024082
PALMD,0.0001919
FRRS1,0.00012675
AGL,0.0053202
SLC35A3,0.014819
HIAT1,0.030749
SASS6,0.0258
TRMT13,0.020879
LRRC39,0.020879
DBT,0.013508
RTCA,0.0001512
CDC14A,3.6242e-05
GPR88,0.0018358
VCAM1,0.0093143
SLC30A7,0.0202
DPH5,0.0202
AC093157.1,0.0202
S1PR1,0.00051407
OLFM3,6.8135e-06
COL11A1,0.0040385
RNPC3,8.3792e-06
AMY2B,3.2637e-06
AMY2A,0.00021721
AMY1A,0.050591
AMY1C,0.0030743
PRMT6,0.0017223
NTNG1,0.015978
VAV3,9.1498e-05
SLC25A24,0.0039226
NBPF4,0.0047404
NBPF6,0.049055
FAM102B,0.034004
HENMT1,0.015183
PRPF38B,0.0018528
FNDC7,0.0014957
STXBP3,7.7906e-05
AKNAD1,0.0019794
GPSM2,0.0029133
CLCC1,0.0063085
WDR47,0.000343
TAF13,0.001885
TMEM167B,0.002272
C1orf194,0.0013178
KIAA1324,0.00017455
SARS,0.00029612
CELSR2,0.00014976
PSRC1,0.00029093
MYBPHL,0.00024099
SORT1,8.3824e-05
PSMA5,0.00010029
SYPL2,0.00010477
ATXN7L2,0.00016949
CYB561D1,0.00021539
AMIGO1,0.00042274
GPR61,0.00081029
GNAI3,0.00022858
GNAT2,0.008554
AMPD2,0.0077319
GSTM4,0.0077319
GSTM2,0.014754
GSTM1,0.018071
GSTM5,0.00065624
GSTM3,0.042352
EPS8L3,0.042352
CSF1,0.00025645
AHCYL1,0.00017953
STRIP1,0.0023757
ALX3,0.0029425
UBL4B,0.0033732
SLC6A17,0.00011409
KCNC4,0.00075299
RBM15,0.00023434
SLC16A4,7.7687e-05
LAMTOR5,1.7445e-05
PROK1,0.00067015
KCNA10,0.003902
KCNA2,0.00083663
KCNA3,0.00095886
CD53,0.0025771
LRIF1,0.0092991
DRAM2,0.0015194
CEPT1,0.0012908
DENND2D,0.0017763
CHI3L2,0.0020776
CHIA,0.00043223
PIFO,0.0014087
OVGP1,0.0087525
ATP5F1,0.01361
C1orf162,0.019836
ADORA3,0.0025254
RAP1A,0.0043245
FAM212B,0.0066219
DDX20,0.007253
KCND3,0.0023774
CTTNBP2NL,8.1991e-06
WNT2B,0.0040929
ST7L,0.00099228
CAPZA1,0.00045478
MOV10,0.0019583
RHOC,0.0029375
RP11-426L16.10,0.0029375
PPM1J,0.00076079
FAM19A3,0.00076079
SLC16A1,0.0090721
LRIG2,0.0030634
MAGI3,0.00030682
PHTF1,0.0005355
RSBN1,0.00057881
PTPN22,0.00016228
BCL2L15,0.0034901
AP4B1,0.010746
DCLRE1B,0.013683
HIPK1,0.0058128
OLFML3,0.0063109
SYT6,0.00023318
TRIM33,0.0053924
AMPD1,0.050409
NRAS,0.050409
CSDE1,0.011929
SIKE1,0.011929
SYCP1,0.0213
TSHB,0.0213
TSPAN2,0.0031825
NGF,0.00069467
VANGL1,0.00046109
CASQ2,0.0024543
NHLH2,0.00099943
SLC22A15,0.0022311
MAB21L3,0.0079787
ATP1A1,0.0178
AL136376.1,0.023222
CD58,0.00060056
IGSF3,0.00087248
C1orf137,0.0037919
CD2,0.0019315
PTGFRN,0.010738
CD101,0.0033996
TTF2,0.010229
TRIM45,0.010229
VTCN1,0.0023068
MAN1A2,0.009099
FAM46C,0.00077561
GDAP2,0.019829
WDR3,0.01657
SPAG17,0.012244
TBX15,0.0011091
WARS2,0.0014803
HAO2,0.0024491
HSD3B2,0.00061801
HSD3B1,0.013387
ZNF697,0.0038035
PHGDH,0.006333
HMGCS2,0.0041813
REG4,0.0009783
ADAM30,0.0026575
NOTCH2,0.0035368
FAM72B,0.016781
AL592284.1,0.001684
NBPF10,0.02219
HFE2,0.02219
TXNIP,0.02219
POLR3GL,0.027778
ITGA10,0.036301
ANKRD35,0.036301
PIAS3,0.034743
NUDT17,0.034743
POLR3C,0.0072618
RNF115,0.019606
CD160,0.017041
PDZK1,0.026138
GPR89A,0.022634
NBPF12,0.00021858
PRKAB2,0.017731
FMO5,0.0098369
CHD1L,0.010852
BCL9,0.0064666
ACP6,0.0049237
GJA5,0.0010738
GJA8,0.00033754
GPR89B,0.0010553
NBPF24,0.046033
BX842679.1,0.046033
PPIAL4D,0.023866
NBPF20,0.023866
NBPF15,0.0043712
HIST2H3PS2,0.019506
FCGR1A,0.0052876
HIST2H2BF,0.0052876
HIST2H3D,0.016325
HIST2H4A,0.016325
HIST2H3C,0.016325
HIST2H2AA3,0.0069002
HIST2H2AA4,0.0069002
HIST2H3A,0.0069002
HIST2H4B,0.020896
HIST2H2BE,0.038319
HIST2H2AC,0.038319
HIST2H2AB,0.038319
BOLA1,0.038187
SV2A,0.037494
SF3B4,0.037366
MTMR11,0.037355
OTUD7B,0.027698
VPS45,0.0089916
PLEKHO1,0.0059917
ANP32E,0.0035953
CA14,0.006066
APH1A,0.006066
C1orf54,0.006066
C1orf51,0.0042293
MRPS21,0.0033455
PRPF3,0.0025378
RPRD2,0.0011831
TARS2,0.034239
ECM1,0.00081784
ADAMTSL4,0.00043425
AL356356.1,0.00043425
ADAMTSL4-AS1,0.00043425
MCL1,0.0021438
ENSA,0.0027816
GOLPH3L,0.009162
HORMAD1,0.016629
CTSS,0.020073
CTSK,0.022543
ARNT,0.01449
SETDB1,0.0090787
CERS2,0.0089381
ANXA9,0.0072026
FAM63A,0.0059314
PRUNE,0.0025108
BNIPL,0.0054993
C1orf56,0.0089845
CDC42SE1,0.0085358
MLLT11,0.0074899
GABPB2,0.0082471
SEMA6C,0.0062226
TNFAIP8L2,0.006786
SCNM1,0.006786
LYSMD1,0.006786
TMOD4,0.0047465
VPS72,0.0016878
PIP5K1A,0.00032056
PSMD4,0.0020334
RP11-126K1.2,0.0015245
ZNF687,0.0015245
PI4KB,0.001047
RFX5,0.001047
SELENBP1,0.001047
PSMB4,0.04942
POGZ,0.0043118
CGN,0.0031893
TUFT1,0.0051451
SNX27,0.0029871
CELF3,0.0033788
AL589765.1,0.0033788
RIIAD1,0.0033788
MRPL9,0.025704
OAZ3,0.025704
TDRKH,0.0067504
LINGO4,0.015767
RORC,0.015767
C2CD4D,0.015767
THEM5,0.015767
THEM4,0.0097965
S100A10,0.0083487
S100A11,0.0058279
TCHHL1,0.016813
RPTN,0.048216
HRNR,0.0024944
FLG,0.017528
FLG2,0.014262
CRNN,0.036237
LCE5A,0.0014272
CRCT1,0.00082162
LCE3E,0.0096642
LCE3D,0.0060959
LCE3C,0.0054493
LCE3B,0.031143
LCE3A,0.031143
LCE2D,0.031143
LCE2C,0.031143
LCE2B,0.031143
LCE2A,0.041817
LCE4A,0.041817
